intersection_id,i,j,avg_queue,max_queue
0,0,0,2.723125,10.000000
1,0,1,2.965000,10.000000
2,0,2,2.842708,9.000000
3,0,3,2.939167,9.000000
4,0,4,2.948542,9.000000
5,0,5,2.711250,8.000000
6,1,0,2.901250,10.000000
7,1,1,3.067083,10.000000
8,1,2,3.086042,10.000000
9,1,3,3.257500,9.000000
10,1,4,3.286458,10.000000
11,1,5,2.904375,8.000000
12,2,0,3.001458,9.000000
13,2,1,2.989583,9.000000
14,2,2,2.957500,10.000000
15,2,3,3.086042,9.000000
16,2,4,3.208542,10.000000
17,2,5,2.867083,11.000000
18,3,0,2.987292,10.000000
19,3,1,3.068125,9.000000
20,3,2,3.062083,10.000000
21,3,3,3.208750,9.000000
22,3,4,3.343958,11.000000
23,3,5,2.917917,10.000000
24,4,0,3.106875,10.000000
25,4,1,3.274583,10.000000
26,4,2,3.238542,9.000000
27,4,3,3.207708,9.000000
28,4,4,3.226875,9.000000
29,4,5,2.934375,9.000000
30,5,0,2.700833,9.000000
31,5,1,2.855208,10.000000
32,5,2,2.756250,9.000000
33,5,3,3.016667,9.000000
34,5,4,2.885625,9.000000
35,5,5,2.631250,9.000000
