intersection_id,i,j,avg_queue,max_queue
0,0,0,4.996250,12.000000
1,0,1,5.787083,14.000000
2,0,2,5.526458,12.000000
3,0,3,5.614167,13.000000
4,0,4,5.452083,13.000000
5,0,5,5.167917,13.000000
6,1,0,5.126458,12.000000
7,1,1,5.670625,13.000000
8,1,2,5.563958,13.000000
9,1,3,5.523542,12.000000
10,1,4,5.472917,14.000000
11,1,5,5.309375,13.000000
12,2,0,5.560833,13.000000
13,2,1,5.865833,14.000000
14,2,2,5.798958,13.000000
15,2,3,5.915625,14.000000
16,2,4,5.653750,13.000000
17,2,5,5.437292,14.000000
18,3,0,4.974375,11.000000
19,3,1,6.075833,14.000000
20,3,2,5.585208,13.000000
21,3,3,5.467708,13.000000
22,3,4,5.468542,14.000000
23,3,5,5.336042,11.000000
24,4,0,5.384792,13.000000
25,4,1,5.814792,13.000000
26,4,2,5.817500,13.000000
27,4,3,5.710000,15.000000
28,4,4,5.569583,12.000000
29,4,5,5.398542,12.000000
30,5,0,5.025625,14.000000
31,5,1,5.546667,12.000000
32,5,2,5.508333,12.000000
33,5,3,5.163125,12.000000
34,5,4,5.121250,13.000000
35,5,5,5.043333,12.000000
