intersection_id,i,j,avg_queue,max_queue
0,0,0,5.235833,13.000000
1,0,1,5.257500,14.000000
2,0,2,5.269167,14.000000
3,0,3,4.888125,13.000000
4,0,4,5.009792,14.000000
5,0,5,5.112083,13.000000
6,1,0,5.117292,14.000000
7,1,1,5.091250,12.000000
8,1,2,4.996875,13.000000
9,1,3,4.963542,15.000000
10,1,4,5.369167,13.000000
11,1,5,5.249583,14.000000
12,2,0,4.922292,15.000000
13,2,1,4.857917,13.000000
14,2,2,4.497917,12.000000
15,2,3,4.399792,12.000000
16,2,4,5.252708,13.000000
17,2,5,4.876875,13.000000
18,3,0,5.004583,14.000000
19,3,1,5.004375,13.000000
20,3,2,4.711250,13.000000
21,3,3,4.810833,14.000000
22,3,4,5.389583,14.000000
23,3,5,4.904792,14.000000
24,4,0,5.169375,14.000000
25,4,1,5.036250,13.000000
26,4,2,4.758125,13.000000
27,4,3,4.893542,14.000000
28,4,4,5.250000,13.000000
29,4,5,4.952500,13.000000
30,5,0,4.958542,12.000000
31,5,1,4.933333,13.000000
32,5,2,4.771667,14.000000
33,5,3,4.595208,12.000000
34,5,4,4.912500,14.000000
35,5,5,5.037500,12.000000
