intersection_id,i,j,avg_queue,max_queue
0,0,0,12.412292,18.000000
1,0,1,13.070833,19.000000
2,0,2,13.604792,19.000000
3,0,3,13.596250,20.000000
4,0,4,13.260625,19.000000
5,0,5,12.429167,19.000000
6,1,0,13.387500,19.000000
7,1,1,13.938333,20.000000
8,1,2,14.063750,20.000000
9,1,3,14.221875,20.000000
10,1,4,13.963125,19.000000
11,1,5,13.392292,18.000000
12,2,0,13.363333,19.000000
13,2,1,14.175208,19.000000
14,2,2,14.307708,19.000000
15,2,3,14.245417,20.000000
16,2,4,14.348750,19.000000
17,2,5,13.773958,19.000000
18,3,0,13.427083,18.000000
19,3,1,14.188542,19.000000
20,3,2,14.302292,18.000000
21,3,3,14.256250,20.000000
22,3,4,14.397292,20.000000
23,3,5,13.838750,20.000000
24,4,0,13.457500,19.000000
25,4,1,13.966458,19.000000
26,4,2,14.105833,20.000000
27,4,3,14.027292,19.000000
28,4,4,14.257708,20.000000
29,4,5,13.982083,20.000000
30,5,0,12.468542,18.000000
31,5,1,13.329375,20.000000
32,5,2,13.447917,18.000000
33,5,3,13.348750,20.000000
34,5,4,13.535833,20.000000
35,5,5,12.982500,18.000000
