intersection_id,i,j,avg_queue,max_queue
0,0,0,5.483542,12.000000
1,0,1,5.634375,13.000000
2,0,2,5.659167,13.000000
3,0,3,5.302500,13.000000
4,0,4,5.546250,13.000000
5,0,5,5.100625,12.000000
6,1,0,5.590208,13.000000
7,1,1,5.987500,13.000000
8,1,2,5.931875,12.000000
9,1,3,6.008958,14.000000
10,1,4,5.783750,13.000000
11,1,5,5.549375,13.000000
12,2,0,5.574792,12.000000
13,2,1,6.100000,15.000000
14,2,2,5.791667,13.000000
15,2,3,5.975833,13.000000
16,2,4,5.761042,13.000000
17,2,5,5.254167,12.000000
18,3,0,5.548750,14.000000
19,3,1,5.659792,12.000000
20,3,2,5.813125,14.000000
21,3,3,5.808542,15.000000
22,3,4,5.908542,13.000000
23,3,5,5.163333,14.000000
24,4,0,5.674375,13.000000
25,4,1,5.962500,13.000000
26,4,2,6.058958,12.000000
27,4,3,6.034375,13.000000
28,4,4,6.155208,16.000000
29,4,5,5.271667,13.000000
30,5,0,5.185208,12.000000
31,5,1,5.235000,12.000000
32,5,2,5.636667,12.000000
33,5,3,5.462917,13.000000
34,5,4,5.210208,13.000000
35,5,5,4.886250,13.000000
