intersection_id,i,j,avg_queue,max_queue
0,0,0,0.760417,5.000000
1,0,1,0.915833,5.000000
2,0,2,0.794792,4.000000
3,0,3,0.801875,6.000000
4,0,4,0.814375,6.000000
5,0,5,0.731042,5.000000
6,1,0,0.827708,6.000000
7,1,1,0.930417,5.000000
8,1,2,0.817500,5.000000
9,1,3,0.832708,5.000000
10,1,4,0.858125,4.000000
11,1,5,0.788542,5.000000
12,2,0,0.818125,5.000000
13,2,1,0.927500,5.000000
14,2,2,0.863958,5.000000
15,2,3,0.819375,6.000000
16,2,4,0.858125,6.000000
17,2,5,0.826667,6.000000
18,3,0,0.826458,4.000000
19,3,1,0.936458,5.000000
20,3,2,0.799167,4.000000
21,3,3,0.816042,5.000000
22,3,4,0.841875,5.000000
23,3,5,0.810833,6.000000
24,4,0,0.793333,4.000000
25,4,1,0.906250,5.000000
26,4,2,0.798333,5.000000
27,4,3,0.845833,5.000000
28,4,4,0.871250,5.000000
29,4,5,0.804167,5.000000
30,5,0,0.771667,4.000000
31,5,1,0.858125,6.000000
32,5,2,0.764583,6.000000
33,5,3,0.735417,4.000000
34,5,4,0.742917,5.000000
35,5,5,0.722083,5.000000
