intersection_id,i,j,avg_queue,max_queue
0,0,0,6.217083,13.000000
1,0,1,6.278125,15.000000
2,0,2,5.922500,15.000000
3,0,3,6.173958,16.000000
4,0,4,6.616667,14.000000
5,0,5,6.158542,15.000000
6,1,0,6.307500,15.000000
7,1,1,6.743542,16.000000
8,1,2,6.093958,14.000000
9,1,3,6.208125,15.000000
10,1,4,6.539792,16.000000
11,1,5,6.212708,16.000000
12,2,0,5.770208,14.000000
13,2,1,6.387083,14.000000
14,2,2,5.891250,14.000000
15,2,3,5.617708,14.000000
16,2,4,6.286042,14.000000
17,2,5,5.863333,17.000000
18,3,0,6.107292,14.000000
19,3,1,6.232083,14.000000
20,3,2,5.526667,14.000000
21,3,3,5.645208,14.000000
22,3,4,6.002292,15.000000
23,3,5,5.888125,15.000000
24,4,0,6.189583,15.000000
25,4,1,6.501875,16.000000
26,4,2,6.095625,17.000000
27,4,3,5.927500,13.000000
28,4,4,6.340000,15.000000
29,4,5,5.851875,13.000000
30,5,0,6.068125,14.000000
31,5,1,6.437292,14.000000
32,5,2,5.862292,15.000000
33,5,3,5.989375,14.000000
34,5,4,6.120000,13.000000
35,5,5,6.052292,14.000000
