intersection_id,i,j,avg_queue,max_queue
0,0,0,2.184375,8.000000
1,0,1,2.655625,8.000000
2,0,2,2.283333,11.000000
3,0,3,2.132500,9.000000
4,0,4,2.478750,10.000000
5,0,5,2.131667,9.000000
6,1,0,2.416667,9.000000
7,1,1,2.640417,9.000000
8,1,2,2.380417,10.000000
9,1,3,2.694583,8.000000
10,1,4,2.467083,8.000000
11,1,5,2.238125,7.000000
12,2,0,2.116458,9.000000
13,2,1,2.664167,9.000000
14,2,2,2.611667,9.000000
15,2,3,2.263542,11.000000
16,2,4,2.462917,10.000000
17,2,5,2.297917,8.000000
18,3,0,2.390833,10.000000
19,3,1,2.297917,10.000000
20,3,2,2.151042,8.000000
21,3,3,2.302083,8.000000
22,3,4,2.448333,9.000000
23,3,5,2.182292,10.000000
24,4,0,2.374583,8.000000
25,4,1,2.313750,8.000000
26,4,2,2.399167,8.000000
27,4,3,2.690208,9.000000
28,4,4,2.518333,12.000000
29,4,5,2.407500,7.000000
30,5,0,2.058750,9.000000
31,5,1,2.385000,8.000000
32,5,2,1.894583,10.000000
33,5,3,2.236250,8.000000
34,5,4,1.911458,7.000000
35,5,5,1.825417,7.000000
