intersection_id,i,j,avg_queue,max_queue
0,0,0,14.404375,20.000000
1,0,1,14.450625,20.000000
2,0,2,14.591667,20.000000
3,0,3,14.274167,19.000000
4,0,4,14.574792,20.000000
5,0,5,14.515833,20.000000
6,1,0,14.602708,20.000000
7,1,1,14.581667,20.000000
8,1,2,14.674375,20.000000
9,1,3,14.386875,19.000000
10,1,4,14.615625,20.000000
11,1,5,14.662292,20.000000
12,2,0,14.508958,20.000000
13,2,1,14.632500,20.000000
14,2,2,14.682500,19.000000
15,2,3,14.497292,19.000000
16,2,4,14.625417,19.000000
17,2,5,14.595000,20.000000
18,3,0,14.603125,19.000000
19,3,1,14.604583,20.000000
20,3,2,14.588542,20.000000
21,3,3,14.418125,19.000000
22,3,4,14.486042,19.000000
23,3,5,14.440833,20.000000
24,4,0,14.747292,20.000000
25,4,1,14.858333,19.000000
26,4,2,14.557917,20.000000
27,4,3,14.493958,20.000000
28,4,4,14.447500,19.000000
29,4,5,14.319792,19.000000
30,5,0,14.522708,20.000000
31,5,1,14.475833,20.000000
32,5,2,14.305208,20.000000
33,5,3,14.194167,20.000000
34,5,4,14.425833,20.000000
35,5,5,14.420833,19.000000
