intersection_id,i,j,avg_queue,max_queue
0,0,0,3.712708,12.000000
1,0,1,3.554792,10.000000
2,0,2,3.613542,13.000000
3,0,3,3.709792,10.000000
4,0,4,3.744375,11.000000
5,0,5,3.730833,11.000000
6,1,0,3.823125,12.000000
7,1,1,3.975208,11.000000
8,1,2,3.839167,10.000000
9,1,3,3.955417,13.000000
10,1,4,4.175208,11.000000
11,1,5,3.867917,12.000000
12,2,0,3.985000,10.000000
13,2,1,3.895417,11.000000
14,2,2,3.728750,11.000000
15,2,3,3.882083,11.000000
16,2,4,3.886250,11.000000
17,2,5,3.745833,12.000000
18,3,0,3.999375,10.000000
19,3,1,3.815625,12.000000
20,3,2,4.007292,11.000000
21,3,3,4.142500,12.000000
22,3,4,3.939375,12.000000
23,3,5,4.015625,12.000000
24,4,0,3.800833,11.000000
25,4,1,3.590000,11.000000
26,4,2,3.875000,12.000000
27,4,3,3.990208,11.000000
28,4,4,4.023125,12.000000
29,4,5,3.892083,11.000000
30,5,0,3.481875,12.000000
31,5,1,3.581042,11.000000
32,5,2,3.619792,11.000000
33,5,3,4.104792,13.000000
34,5,4,3.711250,10.000000
35,5,5,3.633125,10.000000
