intersection_id,i,j,avg_queue,max_queue
0,0,0,14.076042,20.000000
1,0,1,14.669792,20.000000
2,0,2,14.325417,20.000000
3,0,3,14.433542,20.000000
4,0,4,14.420625,20.000000
5,0,5,14.228542,20.000000
6,1,0,14.497708,19.000000
7,1,1,14.687500,20.000000
8,1,2,14.273542,20.000000
9,1,3,14.327083,20.000000
10,1,4,14.707500,20.000000
11,1,5,14.576667,19.000000
12,2,0,14.273750,20.000000
13,2,1,14.615208,19.000000
14,2,2,14.312292,19.000000
15,2,3,14.286250,19.000000
16,2,4,14.413333,19.000000
17,2,5,14.362292,20.000000
18,3,0,14.382292,20.000000
19,3,1,14.709375,19.000000
20,3,2,14.644792,19.000000
21,3,3,14.609792,20.000000
22,3,4,14.492708,20.000000
23,3,5,14.404792,19.000000
24,4,0,14.461250,20.000000
25,4,1,14.498958,19.000000
26,4,2,14.516667,19.000000
27,4,3,14.436458,20.000000
28,4,4,14.747500,20.000000
29,4,5,14.295208,20.000000
30,5,0,14.183125,20.000000
31,5,1,14.548125,20.000000
32,5,2,14.506250,19.000000
33,5,3,14.281667,20.000000
34,5,4,14.489792,20.000000
35,5,5,14.142500,20.000000
