intersection_id,i,j,avg_queue,max_queue
0,0,0,6.617083,14.000000
1,0,1,7.128333,15.000000
2,0,2,7.927917,15.000000
3,0,3,7.595208,15.000000
4,0,4,6.746458,15.000000
5,0,5,6.966667,14.000000
6,1,0,6.683958,15.000000
7,1,1,7.075833,14.000000
8,1,2,7.463958,15.000000
9,1,3,7.487917,16.000000
10,1,4,7.374375,16.000000
11,1,5,7.109167,15.000000
12,2,0,7.272917,15.000000
13,2,1,7.622500,14.000000
14,2,2,8.246458,15.000000
15,2,3,8.216042,16.000000
16,2,4,7.598125,14.000000
17,2,5,7.713333,15.000000
18,3,0,7.434583,15.000000
19,3,1,8.059583,15.000000
20,3,2,8.281042,15.000000
21,3,3,7.925000,15.000000
22,3,4,7.942708,15.000000
23,3,5,7.515625,14.000000
24,4,0,6.988542,14.000000
25,4,1,7.400208,14.000000
26,4,2,7.801250,16.000000
27,4,3,7.999792,15.000000
28,4,4,7.079583,15.000000
29,4,5,7.187292,14.000000
30,5,0,7.174583,14.000000
31,5,1,6.766875,16.000000
32,5,2,7.598333,15.000000
33,5,3,7.242917,15.000000
34,5,4,6.886458,15.000000
35,5,5,7.024375,13.000000
