intersection_id,i,j,avg_queue,max_queue
0,0,0,4.650000,12.000000
1,0,1,4.463125,12.000000
2,0,2,4.910000,16.000000
3,0,3,5.493958,14.000000
4,0,4,4.681667,12.000000
5,0,5,4.659583,12.000000
6,1,0,4.416667,12.000000
7,1,1,4.616667,11.000000
8,1,2,5.039375,13.000000
9,1,3,5.230417,14.000000
10,1,4,4.862500,13.000000
11,1,5,4.765208,12.000000
12,2,0,4.780417,12.000000
13,2,1,4.748958,13.000000
14,2,2,5.327708,13.000000
15,2,3,5.587708,12.000000
16,2,4,5.141875,13.000000
17,2,5,4.806458,11.000000
18,3,0,4.481042,12.000000
19,3,1,4.576042,12.000000
20,3,2,5.525417,13.000000
21,3,3,5.329167,12.000000
22,3,4,4.873750,13.000000
23,3,5,4.703125,12.000000
24,4,0,4.526875,12.000000
25,4,1,4.436875,12.000000
26,4,2,4.887083,12.000000
27,4,3,5.469167,13.000000
28,4,4,4.646875,13.000000
29,4,5,4.803125,13.000000
30,5,0,4.596875,11.000000
31,5,1,4.154583,14.000000
32,5,2,5.255000,13.000000
33,5,3,5.200000,12.000000
34,5,4,4.473333,13.000000
35,5,5,4.391875,12.000000
