intersection_id,i,j,avg_queue,max_queue
0,0,0,12.908750,20.000000
1,0,1,13.190625,20.000000
2,0,2,13.099583,20.000000
3,0,3,13.675625,20.000000
4,0,4,13.211875,20.000000
5,0,5,13.161042,20.000000
6,1,0,13.135833,20.000000
7,1,1,13.820000,20.000000
8,1,2,13.507083,20.000000
9,1,3,13.444792,18.000000
10,1,4,14.198958,20.000000
11,1,5,13.675000,20.000000
12,2,0,13.676250,20.000000
13,2,1,12.814792,19.000000
14,2,2,12.792917,19.000000
15,2,3,13.174167,19.000000
16,2,4,13.826667,20.000000
17,2,5,13.283333,19.000000
18,3,0,13.537708,20.000000
19,3,1,13.258542,19.000000
20,3,2,13.393750,19.000000
21,3,3,13.457500,19.000000
22,3,4,13.550833,20.000000
23,3,5,13.065417,20.000000
24,4,0,13.734583,20.000000
25,4,1,14.052917,20.000000
26,4,2,13.723958,20.000000
27,4,3,13.365208,18.000000
28,4,4,13.956875,19.000000
29,4,5,13.347500,20.000000
30,5,0,13.144792,19.000000
31,5,1,13.751250,19.000000
32,5,2,13.432708,20.000000
33,5,3,13.147083,20.000000
34,5,4,13.617708,20.000000
35,5,5,13.175625,18.000000
