intersection_id,i,j,avg_queue,max_queue
0,0,0,5.202917,13.000000
1,0,1,5.256667,14.000000
2,0,2,5.187917,14.000000
3,0,3,5.391667,14.000000
4,0,4,5.453333,14.000000
5,0,5,4.964375,13.000000
6,1,0,5.153125,13.000000
7,1,1,5.316458,14.000000
8,1,2,5.377917,14.000000
9,1,3,5.490000,15.000000
10,1,4,5.515417,15.000000
11,1,5,5.198958,13.000000
12,2,0,5.055625,14.000000
13,2,1,5.778958,14.000000
14,2,2,5.613750,15.000000
15,2,3,5.430000,15.000000
16,2,4,5.000833,14.000000
17,2,5,5.126458,14.000000
18,3,0,5.144375,13.000000
19,3,1,5.391458,14.000000
20,3,2,5.332708,15.000000
21,3,3,5.445625,14.000000
22,3,4,5.225208,14.000000
23,3,5,5.303125,15.000000
24,4,0,5.244375,13.000000
25,4,1,5.482917,14.000000
26,4,2,5.329167,12.000000
27,4,3,5.543750,14.000000
28,4,4,5.535000,14.000000
29,4,5,5.284792,14.000000
30,5,0,5.237500,13.000000
31,5,1,5.204583,12.000000
32,5,2,5.455000,13.000000
33,5,3,5.041042,13.000000
34,5,4,5.107917,13.000000
35,5,5,5.390000,13.000000
