intersection_id,i,j,avg_queue,max_queue
0,0,0,13.294375,20.000000
1,0,1,13.480417,20.000000
2,0,2,13.132083,19.000000
3,0,3,13.118125,20.000000
4,0,4,13.597292,20.000000
5,0,5,13.408542,20.000000
6,1,0,12.766042,19.000000
7,1,1,13.476042,19.000000
8,1,2,12.915000,18.000000
9,1,3,13.397083,19.000000
10,1,4,13.455833,19.000000
11,1,5,13.354375,19.000000
12,2,0,13.221458,20.000000
13,2,1,13.887083,20.000000
14,2,2,13.544583,19.000000
15,2,3,13.340417,20.000000
16,2,4,13.380208,19.000000
17,2,5,13.369792,20.000000
18,3,0,12.712292,19.000000
19,3,1,13.298958,19.000000
20,3,2,13.046875,19.000000
21,3,3,13.541667,19.000000
22,3,4,13.936042,19.000000
23,3,5,13.305208,18.000000
24,4,0,12.620000,20.000000
25,4,1,13.985000,19.000000
26,4,2,13.704583,18.000000
27,4,3,13.526458,19.000000
28,4,4,14.048958,19.000000
29,4,5,13.703958,19.000000
30,5,0,13.083125,19.000000
31,5,1,13.577292,20.000000
32,5,2,13.177083,20.000000
33,5,3,12.743958,20.000000
34,5,4,13.329792,20.000000
35,5,5,13.268542,20.000000
