intersection_id,i,j,avg_queue,max_queue
0,0,0,13.389167,20.000000
1,0,1,13.156875,19.000000
2,0,2,13.280417,19.000000
3,0,3,13.158333,20.000000
4,0,4,13.441667,20.000000
5,0,5,12.913542,19.000000
6,1,0,13.385208,20.000000
7,1,1,13.427500,20.000000
8,1,2,12.993125,20.000000
9,1,3,12.519167,20.000000
10,1,4,13.866250,20.000000
11,1,5,13.703958,19.000000
12,2,0,13.241042,20.000000
13,2,1,13.453750,19.000000
14,2,2,13.603333,20.000000
15,2,3,13.492708,20.000000
16,2,4,13.568333,20.000000
17,2,5,12.961667,20.000000
18,3,0,12.975208,20.000000
19,3,1,13.888750,19.000000
20,3,2,13.658750,19.000000
21,3,3,13.641667,19.000000
22,3,4,14.083958,20.000000
23,3,5,12.945208,20.000000
24,4,0,13.336042,19.000000
25,4,1,13.607292,19.000000
26,4,2,13.590625,19.000000
27,4,3,13.298958,19.000000
28,4,4,13.824792,20.000000
29,4,5,13.494375,20.000000
30,5,0,12.711875,20.000000
31,5,1,13.655625,19.000000
32,5,2,13.517083,20.000000
33,5,3,13.384375,20.000000
34,5,4,13.435833,20.000000
35,5,5,13.108333,20.000000
