intersection_id,i,j,avg_queue,max_queue
0,0,0,12.193542,19.000000
1,0,1,13.184792,20.000000
2,0,2,12.847500,19.000000
3,0,3,13.091250,19.000000
4,0,4,12.648333,18.000000
5,0,5,12.065833,20.000000
6,1,0,12.463125,19.000000
7,1,1,13.847083,19.000000
8,1,2,13.727500,19.000000
9,1,3,13.876042,19.000000
10,1,4,13.614375,20.000000
11,1,5,13.054583,18.000000
12,2,0,12.338542,19.000000
13,2,1,13.692708,20.000000
14,2,2,13.309375,20.000000
15,2,3,13.773750,20.000000
16,2,4,13.662292,19.000000
17,2,5,13.367083,20.000000
18,3,0,12.393958,18.000000
19,3,1,13.432708,20.000000
20,3,2,13.588958,20.000000
21,3,3,13.019792,20.000000
22,3,4,12.550625,20.000000
23,3,5,12.486458,18.000000
24,4,0,12.136875,19.000000
25,4,1,12.886667,18.000000
26,4,2,13.473333,19.000000
27,4,3,13.322292,18.000000
28,4,4,13.648750,18.000000
29,4,5,13.039167,20.000000
30,5,0,10.800833,19.000000
31,5,1,12.865625,19.000000
32,5,2,12.506875,20.000000
33,5,3,12.549583,19.000000
34,5,4,12.984167,19.000000
35,5,5,12.535208,19.000000
