intersection_id,i,j,avg_queue,max_queue
0,0,0,11.040625,19.000000
1,0,1,12.611250,19.000000
2,0,2,12.617708,19.000000
3,0,3,12.321458,19.000000
4,0,4,12.707292,19.000000
5,0,5,11.439583,19.000000
6,1,0,12.883333,19.000000
7,1,1,13.690625,20.000000
8,1,2,13.726458,18.000000
9,1,3,13.842917,18.000000
10,1,4,13.749375,18.000000
11,1,5,12.834167,20.000000
12,2,0,12.545833,19.000000
13,2,1,14.024792,19.000000
14,2,2,14.047292,19.000000
15,2,3,13.338333,19.000000
16,2,4,13.976875,19.000000
17,2,5,12.807708,18.000000
18,3,0,11.130833,17.000000
19,3,1,13.626458,19.000000
20,3,2,13.703750,18.000000
21,3,3,12.951042,19.000000
22,3,4,13.926458,19.000000
23,3,5,12.945625,19.000000
24,4,0,11.623333,18.000000
25,4,1,13.566875,19.000000
26,4,2,13.632917,19.000000
27,4,3,13.178333,18.000000
28,4,4,13.705208,18.000000
29,4,5,12.026042,18.000000
30,5,0,10.255625,17.000000
31,5,1,12.432292,19.000000
32,5,2,12.545833,19.000000
33,5,3,12.411250,18.000000
34,5,4,12.247500,19.000000
35,5,5,11.317292,19.000000
