intersection_id,i,j,avg_queue,max_queue
0,0,0,6.509583,14.000000
1,0,1,6.887708,14.000000
2,0,2,7.601250,16.000000
3,0,3,7.339167,14.000000
4,0,4,6.792083,14.000000
5,0,5,6.759792,14.000000
6,1,0,7.090625,14.000000
7,1,1,7.244792,15.000000
8,1,2,8.146458,16.000000
9,1,3,7.753958,14.000000
10,1,4,7.130000,15.000000
11,1,5,6.788125,15.000000
12,2,0,7.457292,14.000000
13,2,1,7.605000,14.000000
14,2,2,8.119792,16.000000
15,2,3,8.004167,15.000000
16,2,4,7.462083,15.000000
17,2,5,7.395208,15.000000
18,3,0,7.611875,14.000000
19,3,1,7.812292,15.000000
20,3,2,8.342292,15.000000
21,3,3,8.385625,15.000000
22,3,4,7.732708,14.000000
23,3,5,7.442708,15.000000
24,4,0,7.066875,13.000000
25,4,1,7.478125,15.000000
26,4,2,7.738333,16.000000
27,4,3,7.967500,15.000000
28,4,4,7.023750,14.000000
29,4,5,6.997292,15.000000
30,5,0,6.825625,13.000000
31,5,1,7.158333,15.000000
32,5,2,8.039583,15.000000
33,5,3,7.458542,14.000000
34,5,4,7.159167,14.000000
35,5,5,6.728958,14.000000
