intersection_id,i,j,avg_queue,max_queue
0,0,0,7.937708,15.000000
1,0,1,8.850208,16.000000
2,0,2,9.005833,16.000000
3,0,3,9.302708,16.000000
4,0,4,9.237708,18.000000
5,0,5,8.050417,16.000000
6,1,0,8.391250,16.000000
7,1,1,9.637083,18.000000
8,1,2,9.692500,17.000000
9,1,3,10.001667,18.000000
10,1,4,10.238750,17.000000
11,1,5,8.625000,15.000000
12,2,0,8.219583,16.000000
13,2,1,9.448125,17.000000
14,2,2,9.324375,17.000000
15,2,3,9.785833,17.000000
16,2,4,9.944375,17.000000
17,2,5,8.263333,16.000000
18,3,0,8.150000,17.000000
19,3,1,10.219375,18.000000
20,3,2,9.272917,17.000000
21,3,3,9.946667,17.000000
22,3,4,10.231042,18.000000
23,3,5,8.756875,17.000000
24,4,0,9.129375,17.000000
25,4,1,10.393542,19.000000
26,4,2,9.736458,17.000000
27,4,3,9.493542,17.000000
28,4,4,9.323125,17.000000
29,4,5,8.512083,16.000000
30,5,0,7.840625,15.000000
31,5,1,8.618125,16.000000
32,5,2,8.871458,17.000000
33,5,3,8.938125,16.000000
34,5,4,8.891667,16.000000
35,5,5,8.196458,17.000000
