intersection_id,i,j,avg_queue,max_queue
0,0,0,10.646875,16.000000
1,0,1,11.187917,17.000000
2,0,2,11.454375,16.000000
3,0,3,11.635625,18.000000
4,0,4,11.770833,17.000000
5,0,5,10.984167,17.000000
6,1,0,11.421458,17.000000
7,1,1,12.033333,17.000000
8,1,2,12.508750,18.000000
9,1,3,12.375625,18.000000
10,1,4,12.576042,17.000000
11,1,5,11.605208,18.000000
12,2,0,11.753542,17.000000
13,2,1,12.520833,19.000000
14,2,2,12.584375,18.000000
15,2,3,12.472500,18.000000
16,2,4,12.757708,18.000000
17,2,5,11.786875,18.000000
18,3,0,11.485833,17.000000
19,3,1,12.252083,19.000000
20,3,2,12.503542,18.000000
21,3,3,12.370417,18.000000
22,3,4,12.400833,18.000000
23,3,5,11.667500,16.000000
24,4,0,11.508333,17.000000
25,4,1,12.111250,18.000000
26,4,2,12.427917,18.000000
27,4,3,12.630000,17.000000
28,4,4,12.503333,17.000000
29,4,5,11.720417,17.000000
30,5,0,10.913958,18.000000
31,5,1,11.561042,17.000000
32,5,2,11.924792,17.000000
33,5,3,11.773750,18.000000
34,5,4,11.700208,17.000000
35,5,5,11.113333,16.000000
