intersection_id,i,j,avg_queue,max_queue
0,0,0,2.172292,9.000000
1,0,1,2.129583,8.000000
2,0,2,2.057500,9.000000
3,0,3,2.112292,9.000000
4,0,4,2.262083,11.000000
5,0,5,2.082500,8.000000
6,1,0,2.259583,8.000000
7,1,1,2.429375,9.000000
8,1,2,2.173125,8.000000
9,1,3,2.137083,8.000000
10,1,4,2.364583,8.000000
11,1,5,2.026042,9.000000
12,2,0,2.321042,8.000000
13,2,1,2.424167,8.000000
14,2,2,2.392708,10.000000
15,2,3,2.373542,9.000000
16,2,4,2.528958,9.000000
17,2,5,2.288750,10.000000
18,3,0,2.026875,9.000000
19,3,1,2.277917,8.000000
20,3,2,2.082917,8.000000
21,3,3,2.502500,9.000000
22,3,4,2.112708,8.000000
23,3,5,2.147292,8.000000
24,4,0,2.176875,10.000000
25,4,1,2.683125,9.000000
26,4,2,2.168542,9.000000
27,4,3,2.340417,9.000000
28,4,4,2.543542,9.000000
29,4,5,1.896458,8.000000
30,5,0,2.278750,8.000000
31,5,1,2.328958,10.000000
32,5,2,2.111875,9.000000
33,5,3,2.008750,9.000000
34,5,4,2.177500,9.000000
35,5,5,1.953125,9.000000
