intersection_id,i,j,avg_queue,max_queue
0,0,0,1.678125,6.000000
1,0,1,1.736042,8.000000
2,0,2,1.788542,6.000000
3,0,3,1.771875,8.000000
4,0,4,1.813333,7.000000
5,0,5,1.724792,8.000000
6,1,0,1.780833,6.000000
7,1,1,1.952083,8.000000
8,1,2,2.026042,7.000000
9,1,3,1.946250,7.000000
10,1,4,1.960417,8.000000
11,1,5,1.865833,8.000000
12,2,0,1.779375,8.000000
13,2,1,1.898750,8.000000
14,2,2,1.873125,7.000000
15,2,3,1.912917,7.000000
16,2,4,1.869167,8.000000
17,2,5,1.755000,7.000000
18,3,0,1.781667,7.000000
19,3,1,1.951875,8.000000
20,3,2,1.957292,7.000000
21,3,3,1.982292,7.000000
22,3,4,1.993750,8.000000
23,3,5,1.856667,7.000000
24,4,0,1.738542,6.000000
25,4,1,1.809583,7.000000
26,4,2,1.820000,7.000000
27,4,3,1.865208,6.000000
28,4,4,1.831875,8.000000
29,4,5,1.717917,7.000000
30,5,0,1.707708,7.000000
31,5,1,1.862292,7.000000
32,5,2,1.769792,7.000000
33,5,3,1.855417,8.000000
34,5,4,1.771250,7.000000
35,5,5,1.681042,8.000000
