intersection_id,i,j,avg_queue,max_queue
0,0,0,13.445208,20.000000
1,0,1,13.465000,20.000000
2,0,2,13.403958,20.000000
3,0,3,12.956250,19.000000
4,0,4,13.458958,19.000000
5,0,5,13.118333,20.000000
6,1,0,13.497500,19.000000
7,1,1,13.691667,19.000000
8,1,2,13.750625,19.000000
9,1,3,13.421250,20.000000
10,1,4,13.834167,20.000000
11,1,5,13.240833,18.000000
12,2,0,13.720833,20.000000
13,2,1,13.792708,19.000000
14,2,2,12.952917,19.000000
15,2,3,13.048542,19.000000
16,2,4,12.640625,18.000000
17,2,5,13.194375,20.000000
18,3,0,13.829167,20.000000
19,3,1,14.068542,20.000000
20,3,2,13.696250,19.000000
21,3,3,13.386042,20.000000
22,3,4,13.237917,18.000000
23,3,5,13.324375,19.000000
24,4,0,14.038125,20.000000
25,4,1,13.932083,20.000000
26,4,2,13.661042,20.000000
27,4,3,13.199792,19.000000
28,4,4,13.443125,19.000000
29,4,5,12.848750,18.000000
30,5,0,13.179583,20.000000
31,5,1,13.716667,20.000000
32,5,2,13.215208,20.000000
33,5,3,13.164167,19.000000
34,5,4,13.048542,19.000000
35,5,5,12.662917,19.000000
