intersection_id,i,j,avg_queue,max_queue
0,0,0,2.409583,8.000000
1,0,1,2.183125,8.000000
2,0,2,2.329792,8.000000
3,0,3,2.603750,10.000000
4,0,4,2.120833,7.000000
5,0,5,1.994792,10.000000
6,1,0,2.091458,8.000000
7,1,1,2.242292,9.000000
8,1,2,2.225625,8.000000
9,1,3,2.405625,8.000000
10,1,4,2.302292,8.000000
11,1,5,2.219792,9.000000
12,2,0,2.473333,8.000000
13,2,1,2.227292,12.000000
14,2,2,2.412917,8.000000
15,2,3,2.495417,9.000000
16,2,4,2.136667,10.000000
17,2,5,2.258958,8.000000
18,3,0,2.481250,8.000000
19,3,1,2.316458,9.000000
20,3,2,2.582083,9.000000
21,3,3,2.470417,9.000000
22,3,4,2.299167,8.000000
23,3,5,2.071458,6.000000
24,4,0,1.847708,6.000000
25,4,1,2.255625,8.000000
26,4,2,2.271875,8.000000
27,4,3,2.151250,9.000000
28,4,4,2.087500,8.000000
29,4,5,1.961042,8.000000
30,5,0,2.155625,9.000000
31,5,1,2.160625,7.000000
32,5,2,2.342292,8.000000
33,5,3,2.393125,9.000000
34,5,4,1.947500,9.000000
35,5,5,2.265208,8.000000
