intersection_id,i,j,avg_queue,max_queue
0,0,0,4.409167,11.000000
1,0,1,4.728750,12.000000
2,0,2,4.649583,13.000000
3,0,3,4.853125,12.000000
4,0,4,4.584167,12.000000
5,0,5,4.546250,13.000000
6,1,0,4.641667,13.000000
7,1,1,4.847500,13.000000
8,1,2,4.610833,14.000000
9,1,3,4.720208,14.000000
10,1,4,4.741042,14.000000
11,1,5,4.700000,11.000000
12,2,0,4.535000,12.000000
13,2,1,4.871875,13.000000
14,2,2,4.762500,13.000000
15,2,3,5.049792,13.000000
16,2,4,4.885625,15.000000
17,2,5,4.727917,14.000000
18,3,0,4.484583,13.000000
19,3,1,4.848958,13.000000
20,3,2,4.645625,13.000000
21,3,3,5.117917,14.000000
22,3,4,4.705208,12.000000
23,3,5,4.675208,13.000000
24,4,0,4.717083,14.000000
25,4,1,4.638750,12.000000
26,4,2,4.799375,14.000000
27,4,3,4.922708,12.000000
28,4,4,4.481042,12.000000
29,4,5,4.991458,13.000000
30,5,0,4.398333,12.000000
31,5,1,4.577708,14.000000
32,5,2,4.682917,13.000000
33,5,3,4.638125,12.000000
34,5,4,4.590833,12.000000
35,5,5,4.472500,14.000000
