intersection_id,i,j,avg_queue,max_queue
0,0,0,4.565000,12.000000
1,0,1,4.786458,12.000000
2,0,2,4.582083,13.000000
3,0,3,4.460000,14.000000
4,0,4,4.473542,14.000000
5,0,5,4.526042,12.000000
6,1,0,4.667292,12.000000
7,1,1,4.925000,13.000000
8,1,2,4.883958,14.000000
9,1,3,4.816875,12.000000
10,1,4,4.809583,13.000000
11,1,5,4.690417,13.000000
12,2,0,4.527708,12.000000
13,2,1,4.791667,12.000000
14,2,2,4.705000,14.000000
15,2,3,4.716667,13.000000
16,2,4,4.776667,12.000000
17,2,5,4.837500,12.000000
18,3,0,4.635000,13.000000
19,3,1,5.211458,13.000000
20,3,2,4.885625,13.000000
21,3,3,4.573333,12.000000
22,3,4,4.815208,12.000000
23,3,5,4.770208,13.000000
24,4,0,4.557500,15.000000
25,4,1,4.983125,14.000000
26,4,2,5.140417,13.000000
27,4,3,4.534583,12.000000
28,4,4,4.748750,13.000000
29,4,5,4.785833,13.000000
30,5,0,4.460208,12.000000
31,5,1,4.741250,13.000000
32,5,2,4.593125,14.000000
33,5,3,4.546458,12.000000
34,5,4,4.533542,12.000000
35,5,5,4.625208,13.000000
