intersection_id,i,j,avg_queue,max_queue
0,0,0,4.582500,13.000000
1,0,1,4.839375,13.000000
2,0,2,5.237292,12.000000
3,0,3,4.658542,12.000000
4,0,4,4.571250,13.000000
5,0,5,4.596875,12.000000
6,1,0,4.691875,12.000000
7,1,1,4.752292,13.000000
8,1,2,4.899583,12.000000
9,1,3,4.999792,12.000000
10,1,4,4.329792,12.000000
11,1,5,4.697708,13.000000
12,2,0,4.836250,13.000000
13,2,1,5.506250,14.000000
14,2,2,5.623958,13.000000
15,2,3,5.498125,13.000000
16,2,4,4.953333,14.000000
17,2,5,5.225417,13.000000
18,3,0,5.256250,13.000000
19,3,1,5.185208,13.000000
20,3,2,5.666458,14.000000
21,3,3,5.342500,12.000000
22,3,4,4.683333,15.000000
23,3,5,5.123542,13.000000
24,4,0,4.326667,12.000000
25,4,1,4.590208,11.000000
26,4,2,4.858125,13.000000
27,4,3,4.890833,12.000000
28,4,4,4.305000,11.000000
29,4,5,4.919583,13.000000
30,5,0,4.609375,12.000000
31,5,1,4.608333,13.000000
32,5,2,5.191458,14.000000
33,5,3,4.815625,13.000000
34,5,4,4.329375,13.000000
35,5,5,4.642083,11.000000
