intersection_id,i,j,avg_queue,max_queue
0,0,0,13.283333,20.000000
1,0,1,13.612708,20.000000
2,0,2,13.236458,19.000000
3,0,3,13.288125,19.000000
4,0,4,13.918958,20.000000
5,0,5,13.575833,20.000000
6,1,0,12.897083,19.000000
7,1,1,13.799792,19.000000
8,1,2,13.134167,20.000000
9,1,3,13.463125,19.000000
10,1,4,13.429792,20.000000
11,1,5,13.697708,20.000000
12,2,0,13.016250,20.000000
13,2,1,13.390833,19.000000
14,2,2,13.471042,19.000000
15,2,3,13.263750,20.000000
16,2,4,13.302708,20.000000
17,2,5,13.053750,20.000000
18,3,0,12.790208,18.000000
19,3,1,13.978542,19.000000
20,3,2,13.565833,19.000000
21,3,3,13.867292,19.000000
22,3,4,13.476042,19.000000
23,3,5,13.296250,20.000000
24,4,0,13.513958,20.000000
25,4,1,13.779167,18.000000
26,4,2,13.465833,20.000000
27,4,3,13.639167,20.000000
28,4,4,14.060833,20.000000
29,4,5,13.028333,18.000000
30,5,0,13.498958,20.000000
31,5,1,13.592083,20.000000
32,5,2,13.616250,20.000000
33,5,3,12.725208,20.000000
34,5,4,13.295417,20.000000
35,5,5,13.144583,19.000000
