intersection_id,i,j,avg_queue,max_queue
0,0,0,8.346875,17.000000
1,0,1,9.351458,16.000000
2,0,2,9.506458,16.000000
3,0,3,9.046250,16.000000
4,0,4,9.367917,17.000000
5,0,5,8.299375,16.000000
6,1,0,9.485625,16.000000
7,1,1,10.436250,17.000000
8,1,2,10.405833,16.000000
9,1,3,10.019167,18.000000
10,1,4,10.600833,18.000000
11,1,5,8.556042,16.000000
12,2,0,9.165417,15.000000
13,2,1,9.754375,16.000000
14,2,2,9.814792,18.000000
15,2,3,9.528125,18.000000
16,2,4,10.069792,17.000000
17,2,5,8.570208,16.000000
18,3,0,8.662292,17.000000
19,3,1,10.350417,17.000000
20,3,2,10.171250,18.000000
21,3,3,9.422500,17.000000
22,3,4,10.097292,17.000000
23,3,5,8.633333,15.000000
24,4,0,8.810625,15.000000
25,4,1,10.910625,18.000000
26,4,2,10.851667,17.000000
27,4,3,10.228750,17.000000
28,4,4,10.497500,16.000000
29,4,5,8.983125,15.000000
30,5,0,7.649792,16.000000
31,5,1,8.743542,16.000000
32,5,2,9.113750,16.000000
33,5,3,8.482500,16.000000
34,5,4,9.027083,16.000000
35,5,5,7.942083,17.000000
