intersection_id,i,j,avg_queue,max_queue
0,0,0,14.304375,20.000000
1,0,1,14.590417,20.000000
2,0,2,14.551667,20.000000
3,0,3,14.592917,20.000000
4,0,4,14.498333,19.000000
5,0,5,14.284583,19.000000
6,1,0,14.691875,20.000000
7,1,1,14.757292,19.000000
8,1,2,14.606250,20.000000
9,1,3,14.676458,20.000000
10,1,4,14.623750,19.000000
11,1,5,14.470417,20.000000
12,2,0,14.624375,19.000000
13,2,1,14.634792,19.000000
14,2,2,14.296458,19.000000
15,2,3,14.445417,19.000000
16,2,4,14.521458,19.000000
17,2,5,14.374583,19.000000
18,3,0,14.593750,19.000000
19,3,1,14.365417,20.000000
20,3,2,14.294375,19.000000
21,3,3,14.480417,20.000000
22,3,4,14.484375,19.000000
23,3,5,14.491875,20.000000
24,4,0,14.646458,20.000000
25,4,1,14.518125,20.000000
26,4,2,14.216250,20.000000
27,4,3,14.713333,20.000000
28,4,4,14.654792,19.000000
29,4,5,14.525417,20.000000
30,5,0,14.363125,19.000000
31,5,1,14.463125,20.000000
32,5,2,14.319583,19.000000
33,5,3,14.660417,19.000000
34,5,4,14.596458,20.000000
35,5,5,14.507292,20.000000
