intersection_id,i,j,avg_queue,max_queue
0,0,0,4.606667,13.000000
1,0,1,4.420625,13.000000
2,0,2,4.877708,12.000000
3,0,3,5.250000,13.000000
4,0,4,4.638958,14.000000
5,0,5,4.503750,12.000000
6,1,0,4.392500,13.000000
7,1,1,4.597917,14.000000
8,1,2,4.923125,11.000000
9,1,3,5.135000,14.000000
10,1,4,4.722917,12.000000
11,1,5,4.527917,12.000000
12,2,0,5.032917,12.000000
13,2,1,4.810625,15.000000
14,2,2,5.381667,13.000000
15,2,3,5.670000,13.000000
16,2,4,4.986458,15.000000
17,2,5,5.154583,12.000000
18,3,0,4.884583,12.000000
19,3,1,5.213542,12.000000
20,3,2,5.484583,12.000000
21,3,3,5.450208,12.000000
22,3,4,5.417917,13.000000
23,3,5,4.702500,13.000000
24,4,0,4.463333,11.000000
25,4,1,4.631667,13.000000
26,4,2,4.928333,13.000000
27,4,3,4.912708,13.000000
28,4,4,4.458333,13.000000
29,4,5,4.443542,13.000000
30,5,0,4.488958,12.000000
31,5,1,4.682083,12.000000
32,5,2,4.801458,13.000000
33,5,3,5.187500,13.000000
34,5,4,4.796042,15.000000
35,5,5,4.822708,13.000000
