intersection_id,i,j,avg_queue,max_queue
0,0,0,6.528958,14.000000
1,0,1,7.250417,15.000000
2,0,2,7.335208,14.000000
3,0,3,7.004375,14.000000
4,0,4,6.977083,15.000000
5,0,5,6.545833,14.000000
6,1,0,7.362917,15.000000
7,1,1,7.825000,16.000000
8,1,2,8.078542,15.000000
9,1,3,8.425208,16.000000
10,1,4,8.276667,16.000000
11,1,5,7.084167,15.000000
12,2,0,6.902292,17.000000
13,2,1,7.852917,16.000000
14,2,2,7.823333,15.000000
15,2,3,7.754583,15.000000
16,2,4,7.902083,15.000000
17,2,5,7.186458,15.000000
18,3,0,6.874583,15.000000
19,3,1,7.423542,15.000000
20,3,2,7.791667,16.000000
21,3,3,7.847083,15.000000
22,3,4,7.357708,16.000000
23,3,5,6.862083,13.000000
24,4,0,7.529792,14.000000
25,4,1,8.294583,16.000000
26,4,2,8.002292,15.000000
27,4,3,8.190000,17.000000
28,4,4,7.848958,15.000000
29,4,5,7.060000,14.000000
30,5,0,6.900625,15.000000
31,5,1,7.435000,15.000000
32,5,2,7.345208,15.000000
33,5,3,7.322292,15.000000
34,5,4,7.239167,14.000000
35,5,5,6.570625,14.000000
