intersection_id,i,j,avg_queue,max_queue
0,0,0,12.916458,20.000000
1,0,1,13.308333,18.000000
2,0,2,13.501250,19.000000
3,0,3,13.543750,19.000000
4,0,4,13.502708,19.000000
5,0,5,12.835208,20.000000
6,1,0,12.988125,20.000000
7,1,1,13.638333,20.000000
8,1,2,13.891250,18.000000
9,1,3,13.654792,19.000000
10,1,4,13.781458,20.000000
11,1,5,13.311042,20.000000
12,2,0,12.908958,20.000000
13,2,1,13.488750,19.000000
14,2,2,13.151458,19.000000
15,2,3,13.279167,18.000000
16,2,4,13.067292,19.000000
17,2,5,13.204792,19.000000
18,3,0,13.340208,19.000000
19,3,1,13.790833,20.000000
20,3,2,13.320417,19.000000
21,3,3,13.831042,20.000000
22,3,4,13.318750,18.000000
23,3,5,13.186042,20.000000
24,4,0,13.302500,20.000000
25,4,1,13.583750,19.000000
26,4,2,13.086042,19.000000
27,4,3,13.497292,19.000000
28,4,4,13.349583,20.000000
29,4,5,13.322292,18.000000
30,5,0,13.175208,20.000000
31,5,1,13.688125,19.000000
32,5,2,13.301250,20.000000
33,5,3,13.467500,20.000000
34,5,4,13.680625,20.000000
35,5,5,13.468542,20.000000
