intersection_id,i,j,avg_queue,max_queue
0,0,0,2.159375,9.000000
1,0,1,2.157083,8.000000
2,0,2,2.380000,9.000000
3,0,3,2.508750,8.000000
4,0,4,2.280208,8.000000
5,0,5,2.198125,9.000000
6,1,0,2.241042,9.000000
7,1,1,2.263958,8.000000
8,1,2,2.265833,10.000000
9,1,3,2.271875,10.000000
10,1,4,1.907500,9.000000
11,1,5,1.972500,8.000000
12,2,0,2.540625,11.000000
13,2,1,2.368958,10.000000
14,2,2,2.433542,9.000000
15,2,3,2.172292,8.000000
16,2,4,2.406667,9.000000
17,2,5,2.333958,8.000000
18,3,0,2.400833,9.000000
19,3,1,2.207708,10.000000
20,3,2,2.408958,10.000000
21,3,3,2.468333,8.000000
22,3,4,2.176875,11.000000
23,3,5,2.350000,8.000000
24,4,0,2.073542,9.000000
25,4,1,2.353333,9.000000
26,4,2,2.371250,9.000000
27,4,3,2.118750,10.000000
28,4,4,2.072917,8.000000
29,4,5,2.144375,8.000000
30,5,0,2.290417,8.000000
31,5,1,2.156875,10.000000
32,5,2,2.378542,9.000000
33,5,3,2.132292,8.000000
34,5,4,2.101250,8.000000
35,5,5,1.979375,9.000000
