intersection_id,i,j,avg_queue,max_queue
0,0,0,13.371667,20.000000
1,0,1,13.820000,20.000000
2,0,2,13.548958,20.000000
3,0,3,13.622292,20.000000
4,0,4,13.909583,19.000000
5,0,5,13.303750,20.000000
6,1,0,13.843125,20.000000
7,1,1,13.881458,19.000000
8,1,2,13.367083,18.000000
9,1,3,13.232708,18.000000
10,1,4,13.804583,20.000000
11,1,5,13.845208,20.000000
12,2,0,13.266250,19.000000
13,2,1,13.400625,20.000000
14,2,2,13.323750,18.000000
15,2,3,12.876667,19.000000
16,2,4,13.536042,20.000000
17,2,5,13.008958,19.000000
18,3,0,13.247292,19.000000
19,3,1,13.896667,20.000000
20,3,2,13.448958,20.000000
21,3,3,12.662500,19.000000
22,3,4,13.088750,19.000000
23,3,5,12.982083,18.000000
24,4,0,13.175833,19.000000
25,4,1,13.387917,19.000000
26,4,2,13.406667,19.000000
27,4,3,13.313542,18.000000
28,4,4,13.796458,19.000000
29,4,5,13.636250,20.000000
30,5,0,13.253542,20.000000
31,5,1,13.397708,19.000000
32,5,2,12.932917,19.000000
33,5,3,13.396042,20.000000
34,5,4,13.680625,19.000000
35,5,5,13.189375,19.000000
