intersection_id,i,j,avg_queue,max_queue
0,0,0,6.474583,14.000000
1,0,1,6.893542,14.000000
2,0,2,6.828542,15.000000
3,0,3,6.772500,14.000000
4,0,4,6.832083,14.000000
5,0,5,6.382708,15.000000
6,1,0,7.186875,15.000000
7,1,1,8.033542,16.000000
8,1,2,7.916458,15.000000
9,1,3,7.508958,16.000000
10,1,4,8.024583,15.000000
11,1,5,6.910625,14.000000
12,2,0,7.267708,17.000000
13,2,1,8.032917,15.000000
14,2,2,7.445625,14.000000
15,2,3,8.142083,15.000000
16,2,4,7.520833,15.000000
17,2,5,6.840000,17.000000
18,3,0,6.993958,13.000000
19,3,1,8.272708,17.000000
20,3,2,7.388125,15.000000
21,3,3,7.090208,16.000000
22,3,4,7.511667,16.000000
23,3,5,6.858333,15.000000
24,4,0,6.978125,14.000000
25,4,1,7.827917,14.000000
26,4,2,7.455000,14.000000
27,4,3,7.792500,14.000000
28,4,4,7.860000,16.000000
29,4,5,6.917292,14.000000
30,5,0,6.398750,15.000000
31,5,1,6.771458,14.000000
32,5,2,6.386667,14.000000
33,5,3,6.537500,14.000000
34,5,4,6.879792,14.000000
35,5,5,6.260833,13.000000
