intersection_id,i,j,avg_queue,max_queue
0,0,0,3.825208,13.000000
1,0,1,3.964583,10.000000
2,0,2,3.920208,11.000000
3,0,3,3.976667,10.000000
4,0,4,3.951667,12.000000
5,0,5,3.842917,10.000000
6,1,0,4.211875,14.000000
7,1,1,4.686667,13.000000
8,1,2,4.475417,13.000000
9,1,3,4.493750,12.000000
10,1,4,4.639792,13.000000
11,1,5,4.272917,11.000000
12,2,0,4.073750,11.000000
13,2,1,4.533958,12.000000
14,2,2,4.295625,12.000000
15,2,3,4.378750,11.000000
16,2,4,4.215208,11.000000
17,2,5,4.185208,10.000000
18,3,0,3.997292,12.000000
19,3,1,4.592708,12.000000
20,3,2,4.425417,11.000000
21,3,3,4.380417,11.000000
22,3,4,4.488125,12.000000
23,3,5,4.170625,10.000000
24,4,0,4.180833,12.000000
25,4,1,4.552083,11.000000
26,4,2,4.728125,11.000000
27,4,3,4.443750,11.000000
28,4,4,4.355000,11.000000
29,4,5,4.252083,11.000000
30,5,0,3.742292,11.000000
31,5,1,4.108750,10.000000
32,5,2,4.046250,12.000000
33,5,3,3.991042,11.000000
34,5,4,3.973542,12.000000
35,5,5,3.815208,10.000000
