intersection_id,i,j,avg_queue,max_queue
0,0,0,8.758750,16.000000
1,0,1,9.312708,16.000000
2,0,2,9.835833,17.000000
3,0,3,9.326042,16.000000
4,0,4,9.527917,16.000000
5,0,5,8.537292,15.000000
6,1,0,9.297917,15.000000
7,1,1,9.802083,16.000000
8,1,2,10.081250,17.000000
9,1,3,10.099583,16.000000
10,1,4,9.915417,16.000000
11,1,5,9.467917,16.000000
12,2,0,9.476875,16.000000
13,2,1,10.097083,16.000000
14,2,2,10.742292,17.000000
15,2,3,10.661458,16.000000
16,2,4,10.154583,15.000000
17,2,5,9.575417,15.000000
18,3,0,9.596458,16.000000
19,3,1,9.914167,16.000000
20,3,2,10.381458,16.000000
21,3,3,10.173333,17.000000
22,3,4,9.867917,16.000000
23,3,5,9.492292,16.000000
24,4,0,9.095833,16.000000
25,4,1,9.604583,16.000000
26,4,2,10.782917,17.000000
27,4,3,10.476250,17.000000
28,4,4,9.968542,16.000000
29,4,5,9.626458,16.000000
30,5,0,8.726042,15.000000
31,5,1,9.633333,16.000000
32,5,2,9.724583,16.000000
33,5,3,9.775833,17.000000
34,5,4,9.220000,18.000000
35,5,5,9.041458,15.000000
