intersection_id,i,j,avg_queue,max_queue
0,0,0,3.597292,10.000000
1,0,1,3.750208,10.000000
2,0,2,3.721250,11.000000
3,0,3,3.346250,10.000000
4,0,4,3.675208,11.000000
5,0,5,3.535833,10.000000
6,1,0,3.550208,10.000000
7,1,1,4.012292,12.000000
8,1,2,4.102708,14.000000
9,1,3,4.072292,11.000000
10,1,4,3.872292,11.000000
11,1,5,3.875000,11.000000
12,2,0,3.667500,11.000000
13,2,1,4.172917,13.000000
14,2,2,4.037708,12.000000
15,2,3,4.034583,11.000000
16,2,4,3.793958,11.000000
17,2,5,3.895000,12.000000
18,3,0,3.660417,11.000000
19,3,1,3.871458,12.000000
20,3,2,3.993542,12.000000
21,3,3,3.664167,11.000000
22,3,4,3.948333,12.000000
23,3,5,3.495000,10.000000
24,4,0,3.734792,11.000000
25,4,1,4.038542,10.000000
26,4,2,3.975417,12.000000
27,4,3,3.842292,13.000000
28,4,4,3.803542,11.000000
29,4,5,3.817708,12.000000
30,5,0,3.436667,11.000000
31,5,1,3.557917,10.000000
32,5,2,4.035833,13.000000
33,5,3,3.527917,11.000000
34,5,4,3.690625,11.000000
35,5,5,3.740833,12.000000
