intersection_id,i,j,avg_queue,max_queue
0,0,0,1.642083,7.000000
1,0,1,1.690417,7.000000
2,0,2,1.716667,7.000000
3,0,3,1.714792,7.000000
4,0,4,1.736667,8.000000
5,0,5,1.631667,7.000000
6,1,0,1.783542,6.000000
7,1,1,1.878125,8.000000
8,1,2,1.926875,7.000000
9,1,3,1.918333,8.000000
10,1,4,1.904792,7.000000
11,1,5,1.857917,7.000000
12,2,0,1.832708,7.000000
13,2,1,1.873125,8.000000
14,2,2,1.881458,9.000000
15,2,3,1.905833,7.000000
16,2,4,1.946042,7.000000
17,2,5,1.838750,7.000000
18,3,0,1.833125,7.000000
19,3,1,1.907292,6.000000
20,3,2,1.905417,8.000000
21,3,3,1.884375,7.000000
22,3,4,1.912292,8.000000
23,3,5,1.861458,7.000000
24,4,0,1.808333,7.000000
25,4,1,1.871875,8.000000
26,4,2,1.883958,8.000000
27,4,3,1.812708,8.000000
28,4,4,1.917708,8.000000
29,4,5,1.792292,8.000000
30,5,0,1.747917,7.000000
31,5,1,1.816458,7.000000
32,5,2,1.807500,7.000000
33,5,3,1.815625,8.000000
34,5,4,1.723750,7.000000
35,5,5,1.803333,8.000000
