intersection_id,i,j,avg_queue,max_queue
0,0,0,6.154792,13.000000
1,0,1,6.221875,14.000000
2,0,2,5.855833,15.000000
3,0,3,5.947292,16.000000
4,0,4,5.709583,13.000000
5,0,5,6.033542,13.000000
6,1,0,6.138750,15.000000
7,1,1,6.706250,15.000000
8,1,2,5.957708,14.000000
9,1,3,6.044583,13.000000
10,1,4,6.220417,15.000000
11,1,5,6.452500,15.000000
12,2,0,6.023750,15.000000
13,2,1,6.196042,14.000000
14,2,2,5.220000,15.000000
15,2,3,5.465625,14.000000
16,2,4,5.610208,13.000000
17,2,5,5.797708,14.000000
18,3,0,5.815000,13.000000
19,3,1,6.093125,15.000000
20,3,2,5.595000,13.000000
21,3,3,5.527292,14.000000
22,3,4,5.815208,14.000000
23,3,5,5.741875,14.000000
24,4,0,6.326250,16.000000
25,4,1,6.754583,15.000000
26,4,2,6.043542,13.000000
27,4,3,6.026458,14.000000
28,4,4,6.358333,15.000000
29,4,5,6.141250,14.000000
30,5,0,6.224167,14.000000
31,5,1,6.301042,14.000000
32,5,2,5.609167,14.000000
33,5,3,5.423333,12.000000
34,5,4,5.816875,14.000000
35,5,5,5.770000,13.000000
