intersection_id,i,j,avg_queue,max_queue
0,0,0,3.790625,10.000000
1,0,1,4.087500,11.000000
2,0,2,3.985417,12.000000
3,0,3,4.011042,11.000000
4,0,4,3.841042,10.000000
5,0,5,3.636042,10.000000
6,1,0,4.041458,11.000000
7,1,1,4.541458,12.000000
8,1,2,4.214375,12.000000
9,1,3,4.731042,12.000000
10,1,4,4.429792,11.000000
11,1,5,4.192917,12.000000
12,2,0,4.026458,10.000000
13,2,1,4.217500,12.000000
14,2,2,4.269375,13.000000
15,2,3,4.475208,12.000000
16,2,4,4.233750,11.000000
17,2,5,3.740000,10.000000
18,3,0,3.865000,10.000000
19,3,1,4.234792,13.000000
20,3,2,4.158542,13.000000
21,3,3,4.190208,12.000000
22,3,4,4.156042,11.000000
23,3,5,3.962917,10.000000
24,4,0,4.134792,12.000000
25,4,1,4.426458,12.000000
26,4,2,4.349792,12.000000
27,4,3,4.402083,12.000000
28,4,4,4.390208,11.000000
29,4,5,3.942292,11.000000
30,5,0,3.877708,10.000000
31,5,1,4.075417,10.000000
32,5,2,4.079583,11.000000
33,5,3,4.244583,12.000000
34,5,4,3.998125,12.000000
35,5,5,3.766458,10.000000
