intersection_id,i,j,avg_queue,max_queue
0,0,0,14.498750,19.000000
1,0,1,14.683125,19.000000
2,0,2,14.392708,19.000000
3,0,3,14.287083,19.000000
4,0,4,14.475625,20.000000
5,0,5,14.447500,20.000000
6,1,0,14.691042,20.000000
7,1,1,14.603958,20.000000
8,1,2,14.604792,20.000000
9,1,3,14.728333,20.000000
10,1,4,14.740417,20.000000
11,1,5,14.623958,20.000000
12,2,0,14.481042,20.000000
13,2,1,14.508750,20.000000
14,2,2,14.530625,18.000000
15,2,3,14.577708,20.000000
16,2,4,14.543542,19.000000
17,2,5,14.494167,19.000000
18,3,0,14.459375,20.000000
19,3,1,14.396667,19.000000
20,3,2,14.666667,19.000000
21,3,3,14.541250,19.000000
22,3,4,14.872917,20.000000
23,3,5,14.567500,20.000000
24,4,0,14.356875,19.000000
25,4,1,14.458750,19.000000
26,4,2,14.768958,20.000000
27,4,3,14.681042,20.000000
28,4,4,14.770208,20.000000
29,4,5,14.683333,20.000000
30,5,0,14.537917,20.000000
31,5,1,14.423333,20.000000
32,5,2,14.414375,20.000000
33,5,3,14.472292,20.000000
34,5,4,14.564167,20.000000
35,5,5,14.483542,20.000000
