intersection_id,i,j,avg_queue,max_queue
0,0,0,12.805625,20.000000
1,0,1,13.265208,19.000000
2,0,2,13.263542,18.000000
3,0,3,12.762083,19.000000
4,0,4,13.011875,18.000000
5,0,5,12.850625,19.000000
6,1,0,12.953125,18.000000
7,1,1,14.023125,19.000000
8,1,2,13.856250,19.000000
9,1,3,13.843750,19.000000
10,1,4,14.087292,18.000000
11,1,5,13.148750,19.000000
12,2,0,13.359583,20.000000
13,2,1,13.985208,18.000000
14,2,2,13.351250,19.000000
15,2,3,13.615000,18.000000
16,2,4,14.022500,19.000000
17,2,5,12.756875,18.000000
18,3,0,13.169583,20.000000
19,3,1,13.621042,19.000000
20,3,2,13.232917,18.000000
21,3,3,13.715000,18.000000
22,3,4,13.791458,18.000000
23,3,5,12.896458,18.000000
24,4,0,13.134792,18.000000
25,4,1,13.807708,18.000000
26,4,2,13.395417,18.000000
27,4,3,13.938333,19.000000
28,4,4,13.842500,19.000000
29,4,5,13.306458,18.000000
30,5,0,12.432083,18.000000
31,5,1,12.995000,20.000000
32,5,2,13.095000,18.000000
33,5,3,13.085000,19.000000
34,5,4,13.193750,18.000000
35,5,5,12.191667,18.000000
