intersection_id,i,j,avg_queue,max_queue
0,0,0,2.065625,10.000000
1,0,1,2.340208,8.000000
2,0,2,2.745625,8.000000
3,0,3,2.393125,10.000000
4,0,4,2.213542,9.000000
5,0,5,2.067708,8.000000
6,1,0,2.276458,9.000000
7,1,1,2.471458,9.000000
8,1,2,2.464792,9.000000
9,1,3,2.515833,8.000000
10,1,4,2.716250,9.000000
11,1,5,2.195833,8.000000
12,2,0,1.823542,8.000000
13,2,1,2.340625,8.000000
14,2,2,2.276875,8.000000
15,2,3,2.380417,9.000000
16,2,4,2.423333,9.000000
17,2,5,2.078958,8.000000
18,3,0,2.168125,10.000000
19,3,1,2.508542,8.000000
20,3,2,2.530000,9.000000
21,3,3,2.218333,9.000000
22,3,4,2.220833,9.000000
23,3,5,2.236458,8.000000
24,4,0,2.022500,8.000000
25,4,1,2.529375,10.000000
26,4,2,2.496042,9.000000
27,4,3,2.441042,9.000000
28,4,4,2.460000,8.000000
29,4,5,2.359167,9.000000
30,5,0,2.258125,8.000000
31,5,1,2.482500,10.000000
32,5,2,2.520208,9.000000
33,5,3,2.302708,8.000000
34,5,4,2.361875,8.000000
35,5,5,2.022708,8.000000
