intersection_id,i,j,avg_queue,max_queue
0,0,0,3.637500,12.000000
1,0,1,3.500208,10.000000
2,0,2,3.737292,11.000000
3,0,3,3.600417,12.000000
4,0,4,3.822917,10.000000
5,0,5,3.423958,10.000000
6,1,0,3.796667,11.000000
7,1,1,3.669792,10.000000
8,1,2,4.013542,13.000000
9,1,3,3.772292,12.000000
10,1,4,4.019375,14.000000
11,1,5,3.603542,12.000000
12,2,0,3.771250,11.000000
13,2,1,4.066458,13.000000
14,2,2,3.839583,12.000000
15,2,3,3.825625,11.000000
16,2,4,3.850417,12.000000
17,2,5,3.717708,11.000000
18,3,0,3.919583,11.000000
19,3,1,3.736667,11.000000
20,3,2,3.825000,11.000000
21,3,3,3.708750,11.000000
22,3,4,3.717292,13.000000
23,3,5,3.749792,10.000000
24,4,0,3.861667,11.000000
25,4,1,3.974167,11.000000
26,4,2,3.957292,10.000000
27,4,3,3.900000,12.000000
28,4,4,3.830208,12.000000
29,4,5,3.778750,12.000000
30,5,0,3.754583,11.000000
31,5,1,3.775417,10.000000
32,5,2,3.697500,11.000000
33,5,3,3.785000,11.000000
34,5,4,3.673333,11.000000
35,5,5,3.735833,10.000000
