intersection_id,i,j,avg_queue,max_queue
0,0,0,12.287083,20.000000
1,0,1,13.517500,20.000000
2,0,2,12.617708,20.000000
3,0,3,12.831042,20.000000
4,0,4,13.437708,20.000000
5,0,5,12.195417,20.000000
6,1,0,12.754583,18.000000
7,1,1,13.793958,19.000000
8,1,2,13.424583,20.000000
9,1,3,13.528333,19.000000
10,1,4,14.098958,20.000000
11,1,5,13.216250,20.000000
12,2,0,12.784792,19.000000
13,2,1,13.393750,19.000000
14,2,2,13.273958,20.000000
15,2,3,13.237708,19.000000
16,2,4,14.072500,20.000000
17,2,5,13.086875,19.000000
18,3,0,12.395625,18.000000
19,3,1,13.768333,20.000000
20,3,2,13.695208,19.000000
21,3,3,13.551250,19.000000
22,3,4,13.560000,19.000000
23,3,5,12.948333,20.000000
24,4,0,12.348958,19.000000
25,4,1,13.698333,20.000000
26,4,2,13.392292,19.000000
27,4,3,13.792708,19.000000
28,4,4,13.777083,20.000000
29,4,5,13.183333,19.000000
30,5,0,12.521667,20.000000
31,5,1,13.123542,20.000000
32,5,2,13.103958,18.000000
33,5,3,13.055000,19.000000
34,5,4,12.577292,19.000000
35,5,5,11.210000,20.000000
