intersection_id,i,j,avg_queue,max_queue
0,0,0,14.597083,20.000000
1,0,1,14.655833,20.000000
2,0,2,14.593750,20.000000
3,0,3,14.552083,20.000000
4,0,4,14.513333,20.000000
5,0,5,14.385000,20.000000
6,1,0,14.644792,20.000000
7,1,1,14.834167,20.000000
8,1,2,14.590000,19.000000
9,1,3,14.585417,20.000000
10,1,4,14.452083,20.000000
11,1,5,14.511458,20.000000
12,2,0,14.555000,20.000000
13,2,1,14.528125,20.000000
14,2,2,14.439375,19.000000
15,2,3,14.527500,19.000000
16,2,4,14.385000,20.000000
17,2,5,14.337708,20.000000
18,3,0,14.055625,20.000000
19,3,1,14.281875,20.000000
20,3,2,14.254792,19.000000
21,3,3,14.598750,20.000000
22,3,4,14.676250,20.000000
23,3,5,14.524375,20.000000
24,4,0,14.431667,20.000000
25,4,1,14.568750,20.000000
26,4,2,14.464792,19.000000
27,4,3,14.692292,20.000000
28,4,4,14.717500,20.000000
29,4,5,14.527292,20.000000
30,5,0,14.382500,20.000000
31,5,1,14.545417,20.000000
32,5,2,14.454375,19.000000
33,5,3,14.490833,20.000000
34,5,4,14.682083,20.000000
35,5,5,14.366667,19.000000
