intersection_id,i,j,avg_queue,max_queue
0,0,0,0.685833,6.000000
1,0,1,0.769792,5.000000
2,0,2,0.762708,5.000000
3,0,3,0.730417,5.000000
4,0,4,0.811875,5.000000
5,0,5,0.687500,6.000000
6,1,0,0.764792,4.000000
7,1,1,0.878542,5.000000
8,1,2,0.862500,5.000000
9,1,3,0.788125,5.000000
10,1,4,0.938958,6.000000
11,1,5,0.786875,5.000000
12,2,0,0.748958,6.000000
13,2,1,0.801250,6.000000
14,2,2,0.794167,5.000000
15,2,3,0.752917,5.000000
16,2,4,0.871042,5.000000
17,2,5,0.773542,5.000000
18,3,0,0.757917,4.000000
19,3,1,0.821458,5.000000
20,3,2,0.872083,7.000000
21,3,3,0.820000,5.000000
22,3,4,0.899583,6.000000
23,3,5,0.801250,4.000000
24,4,0,0.761042,4.000000
25,4,1,0.836458,5.000000
26,4,2,0.826458,5.000000
27,4,3,0.767083,5.000000
28,4,4,0.818750,6.000000
29,4,5,0.800208,4.000000
30,5,0,0.705833,6.000000
31,5,1,0.803542,4.000000
32,5,2,0.808333,5.000000
33,5,3,0.755208,5.000000
34,5,4,0.796875,4.000000
35,5,5,0.748333,5.000000
