intersection_id,i,j,avg_queue,max_queue
0,0,0,13.479167,20.000000
1,0,1,13.354375,18.000000
2,0,2,13.158333,19.000000
3,0,3,13.406042,19.000000
4,0,4,13.398333,20.000000
5,0,5,13.411875,20.000000
6,1,0,14.023542,20.000000
7,1,1,13.568958,20.000000
8,1,2,13.416250,18.000000
9,1,3,13.533333,19.000000
10,1,4,13.883958,20.000000
11,1,5,13.736875,20.000000
12,2,0,13.940417,20.000000
13,2,1,13.651250,19.000000
14,2,2,13.028125,20.000000
15,2,3,13.238125,19.000000
16,2,4,14.099583,20.000000
17,2,5,12.953542,19.000000
18,3,0,13.440417,20.000000
19,3,1,13.734792,20.000000
20,3,2,13.172292,19.000000
21,3,3,13.454583,19.000000
22,3,4,13.829792,20.000000
23,3,5,12.675417,19.000000
24,4,0,13.507500,20.000000
25,4,1,13.892708,20.000000
26,4,2,13.789375,19.000000
27,4,3,13.430833,19.000000
28,4,4,13.432292,20.000000
29,4,5,13.415417,20.000000
30,5,0,12.998958,20.000000
31,5,1,13.507917,19.000000
32,5,2,13.017917,19.000000
33,5,3,12.854167,19.000000
34,5,4,13.478333,20.000000
35,5,5,13.558958,19.000000
