intersection_id,i,j,avg_queue,max_queue
0,0,0,12.853958,19.000000
1,0,1,13.254167,19.000000
2,0,2,13.333333,18.000000
3,0,3,13.136667,20.000000
4,0,4,13.358958,19.000000
5,0,5,12.534583,18.000000
6,1,0,13.935625,19.000000
7,1,1,13.608125,19.000000
8,1,2,13.758542,19.000000
9,1,3,13.822500,18.000000
10,1,4,13.606042,19.000000
11,1,5,13.485833,20.000000
12,2,0,13.226042,19.000000
13,2,1,13.562083,18.000000
14,2,2,13.568750,19.000000
15,2,3,13.730417,19.000000
16,2,4,13.746250,18.000000
17,2,5,12.942500,18.000000
18,3,0,13.559792,19.000000
19,3,1,13.724583,19.000000
20,3,2,13.986042,18.000000
21,3,3,13.594583,19.000000
22,3,4,14.104583,19.000000
23,3,5,13.020000,19.000000
24,4,0,13.210417,19.000000
25,4,1,14.090208,19.000000
26,4,2,13.730417,18.000000
27,4,3,13.487917,19.000000
28,4,4,13.601042,18.000000
29,4,5,13.212917,18.000000
30,5,0,13.259583,19.000000
31,5,1,13.447292,19.000000
32,5,2,12.943750,18.000000
33,5,3,13.105625,18.000000
34,5,4,13.291250,19.000000
35,5,5,12.370208,19.000000
