intersection_id,i,j,avg_queue,max_queue
0,0,0,3.703333,10.000000
1,0,1,4.025417,11.000000
2,0,2,3.999375,10.000000
3,0,3,4.108125,10.000000
4,0,4,4.060208,10.000000
5,0,5,3.826667,11.000000
6,1,0,3.975000,11.000000
7,1,1,4.830208,13.000000
8,1,2,4.410833,11.000000
9,1,3,4.519583,12.000000
10,1,4,4.511458,12.000000
11,1,5,4.176458,10.000000
12,2,0,4.024167,13.000000
13,2,1,4.652708,12.000000
14,2,2,4.345417,11.000000
15,2,3,4.373125,11.000000
16,2,4,4.395833,12.000000
17,2,5,4.187292,11.000000
18,3,0,3.933333,10.000000
19,3,1,4.724792,11.000000
20,3,2,4.682708,11.000000
21,3,3,4.497708,11.000000
22,3,4,4.635000,12.000000
23,3,5,4.146458,11.000000
24,4,0,3.798750,12.000000
25,4,1,4.474375,13.000000
26,4,2,4.206042,10.000000
27,4,3,4.256458,11.000000
28,4,4,4.287292,11.000000
29,4,5,3.990833,10.000000
30,5,0,3.498333,10.000000
31,5,1,3.958333,11.000000
32,5,2,3.918750,9.000000
33,5,3,3.978542,12.000000
34,5,4,3.895625,10.000000
35,5,5,3.815208,10.000000
