intersection_id,i,j,avg_queue,max_queue
0,0,0,14.525208,20.000000
1,0,1,14.481250,20.000000
2,0,2,14.379167,20.000000
3,0,3,14.444375,20.000000
4,0,4,14.462292,20.000000
5,0,5,14.326042,19.000000
6,1,0,14.677500,20.000000
7,1,1,14.512083,19.000000
8,1,2,14.615208,19.000000
9,1,3,14.548125,19.000000
10,1,4,14.523542,19.000000
11,1,5,14.600833,20.000000
12,2,0,14.545833,20.000000
13,2,1,14.552708,19.000000
14,2,2,14.404375,19.000000
15,2,3,14.421667,19.000000
16,2,4,14.601250,19.000000
17,2,5,14.476667,20.000000
18,3,0,14.477083,19.000000
19,3,1,14.608750,20.000000
20,3,2,14.421458,20.000000
21,3,3,14.427083,19.000000
22,3,4,14.576042,20.000000
23,3,5,14.439375,19.000000
24,4,0,14.736042,20.000000
25,4,1,14.462083,19.000000
26,4,2,14.683333,20.000000
27,4,3,14.450208,20.000000
28,4,4,14.769792,20.000000
29,4,5,14.574167,20.000000
30,5,0,14.462083,20.000000
31,5,1,14.438542,20.000000
32,5,2,14.361042,20.000000
33,5,3,14.310208,19.000000
34,5,4,14.447083,18.000000
35,5,5,14.435000,20.000000
