intersection_id,i,j,avg_queue,max_queue
0,0,0,6.898125,14.000000
1,0,1,7.246875,15.000000
2,0,2,7.736875,14.000000
3,0,3,7.371875,16.000000
4,0,4,7.011042,15.000000
5,0,5,6.916458,14.000000
6,1,0,6.760833,14.000000
7,1,1,7.805000,15.000000
8,1,2,7.724583,15.000000
9,1,3,8.099375,15.000000
10,1,4,7.078333,14.000000
11,1,5,7.575208,14.000000
12,2,0,7.592917,16.000000
13,2,1,7.953750,15.000000
14,2,2,8.347500,15.000000
15,2,3,8.216042,15.000000
16,2,4,7.912917,16.000000
17,2,5,7.906667,15.000000
18,3,0,7.336042,15.000000
19,3,1,8.078125,15.000000
20,3,2,8.018750,16.000000
21,3,3,8.211042,15.000000
22,3,4,7.543750,14.000000
23,3,5,7.668750,16.000000
24,4,0,7.146667,14.000000
25,4,1,7.571250,15.000000
26,4,2,7.755833,15.000000
27,4,3,8.231458,15.000000
28,4,4,7.408333,14.000000
29,4,5,7.799375,15.000000
30,5,0,6.788125,14.000000
31,5,1,7.722917,15.000000
32,5,2,7.644167,15.000000
33,5,3,8.048125,15.000000
34,5,4,7.008542,14.000000
35,5,5,7.146042,15.000000
