intersection_id,i,j,avg_queue,max_queue
0,0,0,0.805000,7.000000
1,0,1,0.853542,6.000000
2,0,2,0.830625,5.000000
3,0,3,0.876042,6.000000
4,0,4,0.849583,5.000000
5,0,5,0.797917,5.000000
6,1,0,0.807292,5.000000
7,1,1,0.849167,5.000000
8,1,2,0.856667,5.000000
9,1,3,0.851042,5.000000
10,1,4,0.868125,4.000000
11,1,5,0.746042,4.000000
12,2,0,0.888750,5.000000
13,2,1,0.943542,5.000000
14,2,2,0.888958,7.000000
15,2,3,0.896458,7.000000
16,2,4,0.906250,7.000000
17,2,5,0.867500,5.000000
18,3,0,0.781458,6.000000
19,3,1,0.926667,5.000000
20,3,2,0.816875,5.000000
21,3,3,0.843333,5.000000
22,3,4,0.834167,6.000000
23,3,5,0.756667,4.000000
24,4,0,0.795625,5.000000
25,4,1,0.913542,5.000000
26,4,2,0.843750,4.000000
27,4,3,0.856042,5.000000
28,4,4,0.845625,5.000000
29,4,5,0.815833,4.000000
30,5,0,0.800833,5.000000
31,5,1,0.887917,5.000000
32,5,2,0.812708,5.000000
33,5,3,0.867083,6.000000
34,5,4,0.839583,5.000000
35,5,5,0.762083,5.000000
