intersection_id,i,j,avg_queue,max_queue
0,0,0,12.318542,18.000000
1,0,1,13.292292,20.000000
2,0,2,13.638958,19.000000
3,0,3,13.203958,18.000000
4,0,4,12.970000,19.000000
5,0,5,12.787292,18.000000
6,1,0,13.087917,19.000000
7,1,1,14.318125,18.000000
8,1,2,13.977708,19.000000
9,1,3,13.586667,19.000000
10,1,4,14.067500,20.000000
11,1,5,13.203542,18.000000
12,2,0,13.019375,18.000000
13,2,1,14.090625,18.000000
14,2,2,13.624167,18.000000
15,2,3,13.318333,18.000000
16,2,4,13.697708,19.000000
17,2,5,13.237292,19.000000
18,3,0,13.331667,19.000000
19,3,1,13.511667,18.000000
20,3,2,13.391667,19.000000
21,3,3,13.665000,18.000000
22,3,4,13.859375,19.000000
23,3,5,13.215208,20.000000
24,4,0,13.020208,18.000000
25,4,1,13.740417,19.000000
26,4,2,13.718750,18.000000
27,4,3,13.774167,19.000000
28,4,4,14.189583,19.000000
29,4,5,13.480208,20.000000
30,5,0,12.448958,19.000000
31,5,1,13.512917,19.000000
32,5,2,13.343333,20.000000
33,5,3,12.839583,19.000000
34,5,4,13.136667,20.000000
35,5,5,11.991667,18.000000
