intersection_id,i,j,avg_queue,max_queue
0,0,0,6.954375,14.000000
1,0,1,6.929167,15.000000
2,0,2,7.650833,14.000000
3,0,3,7.345417,15.000000
4,0,4,7.087500,14.000000
5,0,5,6.915208,15.000000
6,1,0,7.811042,15.000000
7,1,1,7.670000,16.000000
8,1,2,7.936667,15.000000
9,1,3,8.214167,15.000000
10,1,4,7.760208,16.000000
11,1,5,7.252500,14.000000
12,2,0,7.722917,14.000000
13,2,1,7.750833,15.000000
14,2,2,8.067917,14.000000
15,2,3,8.243958,15.000000
16,2,4,7.656458,16.000000
17,2,5,7.349583,15.000000
18,3,0,7.818750,15.000000
19,3,1,7.909167,16.000000
20,3,2,8.176250,16.000000
21,3,3,8.522708,15.000000
22,3,4,7.714792,16.000000
23,3,5,7.867500,16.000000
24,4,0,7.273542,15.000000
25,4,1,7.534583,15.000000
26,4,2,7.873125,15.000000
27,4,3,7.617292,15.000000
28,4,4,7.471667,15.000000
29,4,5,7.162083,15.000000
30,5,0,6.813542,14.000000
31,5,1,7.403750,15.000000
32,5,2,7.329375,15.000000
33,5,3,7.763333,15.000000
34,5,4,7.280000,15.000000
35,5,5,7.016458,13.000000
