intersection_id,i,j,avg_queue,max_queue
0,0,0,2.315000,8.000000
1,0,1,2.159167,9.000000
2,0,2,2.144167,9.000000
3,0,3,2.022083,8.000000
4,0,4,2.372500,8.000000
5,0,5,2.019167,9.000000
6,1,0,2.222083,10.000000
7,1,1,2.545833,9.000000
8,1,2,2.497083,9.000000
9,1,3,2.251042,9.000000
10,1,4,2.402292,8.000000
11,1,5,2.287708,9.000000
12,2,0,2.527708,8.000000
13,2,1,2.175833,9.000000
14,2,2,2.411667,8.000000
15,2,3,2.518542,8.000000
16,2,4,2.499375,9.000000
17,2,5,2.386250,9.000000
18,3,0,2.321250,9.000000
19,3,1,2.330208,8.000000
20,3,2,2.533333,8.000000
21,3,3,2.328750,8.000000
22,3,4,2.441458,8.000000
23,3,5,2.317083,8.000000
24,4,0,2.526250,8.000000
25,4,1,2.386458,9.000000
26,4,2,2.532917,8.000000
27,4,3,2.398750,8.000000
28,4,4,2.629167,11.000000
29,4,5,2.249167,8.000000
30,5,0,2.221250,9.000000
31,5,1,2.191667,8.000000
32,5,2,2.738958,9.000000
33,5,3,2.199167,9.000000
34,5,4,2.071875,9.000000
35,5,5,2.318125,10.000000
