intersection_id,i,j,avg_queue,max_queue
0,0,0,11.218750,18.000000
1,0,1,11.589583,18.000000
2,0,2,11.607292,17.000000
3,0,3,11.748750,19.000000
4,0,4,11.583958,18.000000
5,0,5,11.007292,17.000000
6,1,0,11.475000,17.000000
7,1,1,11.993333,17.000000
8,1,2,12.172083,17.000000
9,1,3,12.596875,18.000000
10,1,4,12.507292,18.000000
11,1,5,11.665417,17.000000
12,2,0,11.757917,17.000000
13,2,1,12.167708,17.000000
14,2,2,12.303542,17.000000
15,2,3,12.526875,18.000000
16,2,4,12.266250,18.000000
17,2,5,11.512292,17.000000
18,3,0,11.680833,17.000000
19,3,1,12.082708,17.000000
20,3,2,12.369167,17.000000
21,3,3,12.450833,17.000000
22,3,4,12.525417,17.000000
23,3,5,11.782500,17.000000
24,4,0,11.591875,17.000000
25,4,1,12.044375,17.000000
26,4,2,12.161250,19.000000
27,4,3,11.925417,18.000000
28,4,4,12.031667,17.000000
29,4,5,11.397500,17.000000
30,5,0,11.054792,17.000000
31,5,1,11.639375,17.000000
32,5,2,11.597083,18.000000
33,5,3,11.693750,17.000000
34,5,4,11.316458,17.000000
35,5,5,10.763333,17.000000
