intersection_id,i,j,avg_queue,max_queue
0,0,0,2.176042,8.000000
1,0,1,2.042083,8.000000
2,0,2,2.412708,8.000000
3,0,3,2.385208,9.000000
4,0,4,1.825000,8.000000
5,0,5,2.166667,9.000000
6,1,0,2.248125,10.000000
7,1,1,2.189167,9.000000
8,1,2,2.518125,10.000000
9,1,3,2.354375,9.000000
10,1,4,2.118542,9.000000
11,1,5,2.184167,9.000000
12,2,0,2.457708,8.000000
13,2,1,2.280000,10.000000
14,2,2,2.787917,8.000000
15,2,3,2.581042,8.000000
16,2,4,2.287708,10.000000
17,2,5,2.400625,9.000000
18,3,0,2.656250,9.000000
19,3,1,2.318958,11.000000
20,3,2,2.487708,9.000000
21,3,3,2.415625,8.000000
22,3,4,1.993542,8.000000
23,3,5,2.275833,8.000000
24,4,0,2.180625,7.000000
25,4,1,2.265000,9.000000
26,4,2,2.406875,11.000000
27,4,3,2.453333,8.000000
28,4,4,2.235417,9.000000
29,4,5,2.048958,9.000000
30,5,0,2.424167,9.000000
31,5,1,2.071042,7.000000
32,5,2,2.677083,9.000000
33,5,3,2.437292,9.000000
34,5,4,2.017500,7.000000
35,5,5,2.329583,9.000000
