intersection_id,i,j,avg_queue,max_queue
0,0,0,2.677500,9.000000
1,0,1,2.896875,11.000000
2,0,2,3.022083,8.000000
3,0,3,2.945000,8.000000
4,0,4,2.886667,9.000000
5,0,5,2.841042,9.000000
6,1,0,2.835833,8.000000
7,1,1,3.083125,9.000000
8,1,2,3.101250,9.000000
9,1,3,3.133125,9.000000
10,1,4,3.091042,12.000000
11,1,5,3.048750,10.000000
12,2,0,2.981458,10.000000
13,2,1,3.274792,10.000000
14,2,2,3.239375,10.000000
15,2,3,3.100833,10.000000
16,2,4,3.107500,10.000000
17,2,5,3.064792,9.000000
18,3,0,2.713958,9.000000
19,3,1,3.064792,9.000000
20,3,2,3.128958,9.000000
21,3,3,2.949792,10.000000
22,3,4,2.968542,8.000000
23,3,5,2.921250,10.000000
24,4,0,2.823542,10.000000
25,4,1,3.201042,9.000000
26,4,2,3.223542,10.000000
27,4,3,3.209792,10.000000
28,4,4,3.150000,10.000000
29,4,5,3.001667,10.000000
30,5,0,2.603958,9.000000
31,5,1,2.972708,10.000000
32,5,2,2.903125,9.000000
33,5,3,2.859583,9.000000
34,5,4,2.794167,10.000000
35,5,5,2.819583,11.000000
