intersection_id,i,j,avg_queue,max_queue
0,0,0,1.699583,8.000000
1,0,1,1.806875,7.000000
2,0,2,1.834583,8.000000
3,0,3,1.766250,7.000000
4,0,4,1.816458,7.000000
5,0,5,1.685417,7.000000
6,1,0,1.845000,7.000000
7,1,1,1.919583,7.000000
8,1,2,1.935000,8.000000
9,1,3,1.885208,7.000000
10,1,4,1.936458,7.000000
11,1,5,1.812083,7.000000
12,2,0,1.840833,6.000000
13,2,1,1.966458,7.000000
14,2,2,1.977500,8.000000
15,2,3,1.939792,7.000000
16,2,4,1.995833,8.000000
17,2,5,1.836458,7.000000
18,3,0,1.789583,6.000000
19,3,1,1.954375,7.000000
20,3,2,1.895833,7.000000
21,3,3,1.877917,7.000000
22,3,4,2.005417,7.000000
23,3,5,1.790833,7.000000
24,4,0,1.924375,7.000000
25,4,1,2.078542,7.000000
26,4,2,1.978542,8.000000
27,4,3,1.881458,7.000000
28,4,4,2.037083,8.000000
29,4,5,1.812292,8.000000
30,5,0,1.745833,9.000000
31,5,1,1.872500,8.000000
32,5,2,1.806042,8.000000
33,5,3,1.767500,8.000000
34,5,4,1.863958,7.000000
35,5,5,1.740417,8.000000
